Question,Answer
<b>감기</b><b>증상</b> 질문드립니다..,... 병원에 몇번 가셨는데 병원에선 <b>감기 초기증상</b>이라 했습니다. 그런데 오늘 어머니께서 기침을 30분넘게 계속 하시더니 몸이 막 가렵다하시고 몸에 두드러기처럼 뭐가 막 납니다. 혹시 무슨 다른 문제라도 있는걸까요??  안녕하세요.... 
신종플루 <b>초기증상</b>인가요?,제가 지금 콧물없이 기침하고 목이 따갑고 또 자주 코가 막히는데 혹시라도 몰라서 저 신종플루 <b>초기증상</b>인가요? 글고 <b>감기</b>나면은 타미플루 먹어도 돼나요? 되도록 빨리 답변 해주세요~ 내공은 80줄께요~ 타미플루는 의사의... 
코로나 <b>초기증상</b>,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b>... 
코로나 <b>초기증상</b> 목 부음,어제 저녁부터 목이 간지럽더니 오늘 아침엔 목 구멍이 좁아진 느낌들고 약간의 통증도 있고 기침도 나오네요 ㅠㅠ 목이 부어서 목 <b>감기</b>인가 코로나 <b>초기증상</b>인가 모르겠어요 ㅠㅠ 자가키트는 음성으로 뜨는데  처음엔 <b>증상</b>이 있어도... 
코로나 <b>증상</b> 코<b>감기</b> <b>증상</b>,"... 네 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통, 인후통, 열... "
폐렴 <b>초기증상</b>?,"가래가 있고, 기침 있고 목이 따끔따끔하고 가슴이 욱신거리고 배가 아프고 머리가 아픈데 폐렴 <b>초기증상</b>인가요?... 비염이나 기침 가래는 우리가 흔하게 겪는 질병입니다 목이나 폐에 이상이 생겨서 올수도 있고 코로나나 <b>감기</b>가 원인... "
기관지염 <b>초기증상</b> 내공100,"... 입니다  <b>감기</b>나 호흡기 질환은 기관지염과 같은 <b>증상</b>을 유발할 수 있습니다. 기관지염은 기관지의 염증으로 인해 기침, 가래, 호흡곤란 등의 <b>증상</b>을 유발할 수 있습니다. 일반적으로 <b>감기</b>나 호흡기 질환은 심박수를 증가시킬 수... "
임신 <b>초기증상</b> 질문,"... 오늘도 밥도 잘 먹구 식욕도 있구 다 멀쩡한데 걱정 됩니다 ㅠㅠㅠㅜㅜ <b>증상</b>만봐서는 그냥 요즘밤에 야식먹고 그래서 살찌고,<b>감기</b>기운 좀있으신거같은데요 이런<b>증상</b>만 갖곤 임신이라구 보기힘들어여 그리고 질외사정은 피임하는거... "
강아지 <b>감기</b><b>증상</b>인가요?,... 내공 85에요ㅎㅎ  1번질문 <b>초기</b> <b>감기</b> <b>증상</b> 같습니다 앞으로는 콧물이 심해 지는지 눈꼽은 더 심하게 끼지 않는지 열이 나지 않는지 구토를 수반하지 않는지 기침과 재채기가 심해지지 않는지 잘 살펴 보셔야 합니다 혹시 누런 눈꼽이... 
이거 에이즈 <b>초기 증상</b>인가요,"... 또한 에이즈는 재채기나 기침, 환자 옆에 앉는 것 등을 통해서도 전염되지 않습니다 감염된 후 1~6주 정도까지는 아무 <b>증상</b>이 나타나지 않아 <b>초기</b> 잠복기라고 합니다. 이 기간이 지나면 급성 감염 <b>증상</b>으로 <b>감기</b>와 비슷한 <b>증상</b>... "
우울증 <b>초기 증상</b>,"... 질문 내공60우울증 <b>초기 증상</b> 제가 아직 일어나지도 않은 일을 계속해서 걱정 합니다.예를 들면 아직 1살도 안된... <b>감기</b>, 독감, 코로나19 조심하세요... 마스크 꼭 쓰시고요. 2022년 7월에 &lt;창발전략경영혁신과 리더십&gt;(천대윤 지음) 책의... "
코로나 <b>초기증상</b> 인가요?,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b>... 
코로나 <b>초기증상</b>,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b>... 
목<b>감기</b> <b>증상</b> 맞나요,"가래기침에 맑은 콧물 계속 나오고 기침 계속 하고 열은 37~37.4인데 목<b>감기</b> 맞나요  목<b>감기</b> <b>증상</b> <b>초기</b>에는 혀 뒤쪽 인두의 이물감, 건조감, 가벼운 기침 정도의 증세가 나타나고 심해지면 통증, 음식을 삼키기 어려운 <b>증상</b>... "
<b>감기</b><b>증상</b>은 없는데 열이 나요,"4일 전부터 기침이나 재채기 같이 <b>감기</b><b>증상</b>들은 없는데 열이 아침 점심 저녁 시도때도없이 계속 나도 두통도 조금... 약 먹어도 안먹어도 1주....<b>감기</b>에 좋은 음식 <b>감기</b> 걸린 아이, 어떤 음식이 좋을까? <b>초기</b> <b>감기</b>에 생강차가 좋은 이유 독감... "
에이즈 <b>초기증상</b>일때 (<b>감기</b>.몸살등등)일때 <b>감기</b>약을... ,에이즈 <b>초기증상</b>일때 (<b>감기</b>.몸살등등)일때 <b>감기</b>약을 먹어도 호전이 되지않고 시간이 지나야 호전되나요 그 <b>증상</b>이 진정 HIV감염에 의한 <b>증상</b>인지는 검사를 받아봐야 알 수 있고 단지 <b>감기</b><b>증상</b>만 가지고는 이를 <b>초기증상</b>이라 할 수... 
임신<b>초기증상</b> 급합 (내공有),"... 화장실을 자주가고, <b>감기초기증상</b>, 잠이 적은편인데 평소와 다르게 정말 피곤하고 잠이많고, 식욕이 없는 편인데 정말 시도때도없이 잘먹고 계속먹게되고, 가슴이 요근래 갑자기 아프고 부푸는 느낌?, 빈혈증세도 있고, 짜증을... "
코<b>감기</b>는 코로나 <b>증상</b>중 하나인가요?,"... 인후통<b>증상</b>이 살짝 보이네요 가벼운 <b>감기</b>일수 있으나 <b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 내방 권장 드립니다. &lt; &gt; 위는 코로나 <b>초기증상</b> (두통,인후통,열, 기침 등등등) 무<b>증상</b> 감염등 안내 입니다."
눈병 <b>초기증상</b> 나타났어요,"눈병 <b>초기 증상</b> 가려움,따가움,<b>감기</b><b>증상</b>,이물감,충혈,눈물 다 나타났는데 어떡해야 할까요 알레르기 결막염으로 보여서 안과에서 진료받아야 합니다. 동네 안과에서 진료받아도 됩니다. "
앵무새 <b>감기</b>인가요?,"... 콧물과 재채기를 하는 것은 <b>감기 초기 증상</b>이라 보시면 좋고요. 아마 에어컨때문일 가능성이.. 먼저, 투명 플라스틱 리빙박스(다잇쏘에 팝니다.) 구매하셔서 물을 넣어 습도 유지하면서 온도 30로 맞추고 2~3일 쉬게 해주세요. 작은... "
코로나 <b>초기증상</b>,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나... 
코로나 <b>증상</b>인가요? <b>감기</b>인가요?,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 환절기 <b>감기</b><b>증상</b>(일교차) / 체함 <b>증상</b>이 더 가깝네요 허나 <b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통... 
3주째 <b>감기</b><b>증상</b>,"... 나오네요,,,  <b>감기</b>와 비염 <b>증상</b>으로 인해 걱정이 많으시리라 생각됩니다. 비염은 콧물이 흐르는 <b>초기</b> 비염과 비염이 오래되어 코 안이 마르고 답답하고 가끔 콧물이 나는 만성 비염, 콧물이 너무 과다하게 나는 과민증 비염, 비염이... "
저 그냥 <b>감기</b>인가요?,"... <b>증상</b> <b>초기</b>에는 음식을 삼킬 때 이물감이 느껴지고, 목마름과 기침 <b>증상</b>이 나타나면서 고열, 두통, 가래, 식욕부진처럼 <b>감기</b> <b>증상</b>과 비슷한 상태를 보이며, 기침이 심해지면 목소리가 쉬고 심한 염증으로 기관지 점막이 부어오르면... "
임신<b>초기증상</b> 관련 질문입니다.,"... 임신<b>초기증상</b>이 <b>감기</b>와 비슷하다고는 들었는데 콧물,기침 같은 <b>증상</b>도 거기에 포함이 되나요? 글구 첫관계를 가지게 되면 임신이 아니더라도 생리주기가 밀리거나 하는 일이 의학적으로 있을 수 있는 일인지도 궁금합니다... 첫관계를... "
에이즈 <b>초기증상</b>,"... 물론, 에이즈에 감염되어도 3-6주 사이에 <b>감기 초기 증상</b>이 나타날 수도 있습니다. 검사에 의해서만 정확한 진단이 가능하며, 증상만으로 진단은 불가합니다. 걱정이 많이 되시면 6주후에 비뇨기과 내원하셔서 에이즈에 대한 검사를... "
<b>감기</b> 치료,"... 한기가 돌고, 기침, 콧물, 코막힘, 인후통, 근육통 등 <b>감기 초기 증상</b>이 있을때 도움이 되는 집에서 스스로 할 수 있는 감기 빨리낫는법을 알려드립니다. https://youtu.be/VFUR4XCGdqQ "
임신<b>초기증상</b>,"... +그리고 피임약 복용법에 대해 알려주세요 (사후x) 임신 <b>초기</b> <b>감기</b>몸살 <b>증상</b>과 같은 <b>증상</b>이 흔히 나타납니다. 몸살, 오한과 같은 <b>증상</b>이 반복되면 임신일 수 도 있습니다. 자가진단하여 임신, 비임신을 구별할게 아니라 정확한 판별을... "
코로나 인후통 <b>증상</b>과 목<b>감기</b> 어떤 차이가 있나요?,"... 님은 코로나 <b>증상</b>은 아닌듯 합니다 환절기일교차 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>에 가깝네요 하지만 <b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 선별진료소 내방 권장 드립니다. &lt; &gt; 위는 코로나 <b>초기증상</b> (두통,인후통,열... "
대상포진의 <b>초기 증상</b>이 어떤건가요??,... 나타나는 <b>증상</b>입니다. 대상포진은 통증이 나타난 후에 수포가 올라오는 경우가 있어 의심이 된다면 반드시 대상포진 병원에 빠르게 방문해야 합니다. <b>초기</b> 대상포진은 <b>감기</b>·몸살과 비슷하게 나타나며 이후 피부발진과 통증이... 
코로나 <b>초기증상</b>인가요?,"... 네 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통, 인후통, 열... "
에이즈 <b>초기증상</b> 질문드립니다,보통 <b>초기증상</b>이라고 하면서 고열 <b>감기</b> 설사 구토 근육통... 등등 대체 어느정도 인건가요? 메르스도 매르스만의 특별한 특징이 있듯이 에이즈 <b>초기증상</b>들도 에이즈만의 <b>초기증상</b>이 어떤지 궁금합니다. 에이즈에 감염이 되면... 
"임신 극 <b>초기 증상</b> , 코로나",10/24 마지막 생리일 10월/30일 11/1일 노콘 질외사정 관계후 10일만에 임신 <b>초기 증상</b> 올 수 도 있나요? 아니면 착상... 요즘 <b>감기</b>가 유행이라 <b>감기</b>일 확률도 높습니다. 하지만 요즘같이 코로나가 유행하는 시대에 호흡기질환이시니... 
<b>감기</b> 걸린 상태고 코는 안막히는데 가,... 코가 안 막히는 것은 일반적으로 <b>감기</b>의 <b>초기 증상</b> 중 하나입니다. 그러나 가슴이 답답하다는 것은 호흡기 <b>증상</b>으로 해석될 수 있습니다. 이는 <b>감기</b>로 인한 기관지 염증이나 기관지 경련 등의 원인으로 발생할 수 있습니다. 그러나... 
섹스 후 <b>감기</b><b>증상</b>,... <b>감기 초기 증상</b> 입니다. 병원 혹은 약국에 가셔서 처방후 약을 드시면 괜찮아 짐니다. 성병은 잠복기가 길기 때문에 하루 이틀만에 증상이 나오지는 않습니다. 또한 성병은 우선적으로 성기 주변부터 나타나기 시작 하기 때문 입니다.... 
코로나 <b>초기증상</b>,"... 님은 코로나 <b>증상</b>은 아닌듯 합니다 환절기 <b>감기</b><b>증상</b> / 체함 <b>증상</b>이 더욱 가깝습니다. 하지만 <b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 선별진료소 내방 권장 드립니다. &lt; &gt; 위는 코로나 <b>초기증상</b> (두통,인후통,열... "
"임신 <b>초기 증상</b>들 (가슴 커짐, 약간 추움 등등)","... 저녁 쯤에 그런거 좀 느끼긴 했었고 그래서 열나나, 임신 <b>초기 증상</b>이라는 <b>감기</b>몸살인가 그래서 열 쟀는데 열은 없었어요. 날이 풀렸다고 얇게 입어서 그런가,, 또 가금 약간의 두통도 있고 생리 전에 좀 많이 먹는 편인데 여즘은... "
미열있는 신종플루 <b>초기증상</b>,... 본적은있는데요 <b>감기</b><b>증상</b>은없어요 머 콧물나오거나 기침은 안하거든요 아 ㅠㅠ 일주일째 이러고있으니 버티기 힘드네요 이거 신종플루 <b>초기증상</b>인가요? 아닐듯... 모든 병은 개인차가 있을테니 아무도 100% 확신은... 
기관지염 <b>초기증상</b> 내공100,... 몸살<b>감기</b>처럼 온몸이아프고 미열이 살짝 있었습니다 급하게 집에있던 몸살<b>감기</b>약 먹고 자고일어났더니 괜찮아... 목<b>감기</b>약 처방받았습니다 그런데 약먹기전보다 기침이 더... 원래 <b>감기</b>걸리면 심박수가 증가하나요? 추가로 아침에... 
당뇨병 <b>초기증상</b> 맞나요?,안녕하세요 저는 올해 고2입니다 본론부터 얘기하자면 제가 2주전부터 소변을보면 뿌옇고 그후에 제가 <b>감기</b>를 심하기... 패트병2.0L 짜리 한개 반을 하루에 다마셔요ㅠㅠ몸무개두2kg 정도 빠젓어요ㅜㅜ 인터넷에 처보니까 당뇨<b>초기증상</b>이... 
혹시 코로나 <b>초기 증상</b>인가요?,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b>... 
